cluster_id_1,cluster_id_2,distance_miles
56,99,78.19161362446404
56,57,90.24233175829454
56,71,112.80397291324797
56,94,137.6204836334604
56,78,113.23523067249083
56,84,156.03050401392096
56,82,95.11059331214982
56,64,49.38944440286992
56,95,180.43502552117602
56,87,47.8700126335849
56,93,26.97590019542923
56,68,64.50851223108565
56,76,75.2299286913696
56,86,67.65929997915008
56,58,66.23657253081984
56,81,109.06963808597361
56,88,131.42959504323534
56,97,61.13411967521969
56,80,123.17627517354103
56,83,132.52860919089827
56,61,97.95053230461382
56,69,91.11407670794384
56,66,86.2914028774042
56,98,144.1574986900486
56,73,142.43454016020183
56,63,142.39779569326333
56,75,64.44949508794816
56,70,80.6695294939809
56,72,143.83028860270093
56,65,33.839240134978354
56,74,43.897348666337145
56,67,86.82636468278815
56,96,19.592642033588575
56,89,67.53487524268286
79,92,213.6299032870127
79,91,182.62334707389812
79,90,240.82136466079473
79,85,246.2769399167377
79,99,210.2514122365475
79,94,25.56142798798256
79,84,67.07155774626246
79,82,232.6532947213965
79,95,76.80099168532739
79,87,151.5901224187609
79,93,111.03454348218514
79,86,133.70705718591043
79,81,72.56195134429846
79,88,60.22207445553043
79,97,167.83790403082077
79,80,42.64834483003741
79,83,23.06158605435765
79,98,66.72024591284318
79,96,146.24353950676095
79,89,142.43470089924426
77,92,49.46390114612495
77,79,252.48024062697007
77,91,77.62822360459847
77,90,28.084892474877048
77,85,20.65016260620722
77,99,99.37994118253611
77,94,256.6654847256305
77,78,196.58142306799888
77,84,277.6066075171557
77,82,66.97302064561995
77,95,274.69690696914427
77,87,102.76842631999837
77,93,145.30747742606988
77,86,175.83186251355667
77,81,230.46728961655307
77,88,253.01320128224484
77,97,143.52372357865335
77,80,244.00007019675712
77,83,241.51833157065775
77,98,236.99618188249124
77,96,107.74976225394464
77,89,121.0684663163908
91,92,64.9147775198783
91,99,110.09526131132543
91,94,191.09644916090744
91,95,197.5943166088068
91,93,87.63914008912798
91,97,125.63039992875547
91,98,160.09800377444802
91,96,54.80830271611815
5,32,23.339829352579564
5,12,59.168800944430856
5,92,228.7650043178681
5,40,68.78724278537908
5,17,267.8738794262585
5,7,142.42017965291436
5,60,256.0583279030226
5,56,151.67344910622305
5,79,45.20753765000148
5,77,272.31339306923
5,91,209.2481401090433
5,18,115.41808701870671
5,54,250.45662733407443
5,19,198.09973029998253
5,59,77.80975850061522
5,16,52.8279210734083
5,29,114.13498078199032
5,34,256.64432933662573
5,62,35.66190950898475
5,42,200.9751656672374
5,31,67.637281145766
5,90,256.66652238879635
5,46,45.816792603733596
5,85,269.19307641958034
5,53,93.37725370248602
5,99,214.26742456811732
5,57,215.75878656525524
5,71,248.43575440374335
5,94,21.538475092585315
5,78,130.3255970118082
5,52,140.16800922550811
5,28,41.11344469314049
5,22,27.83671414004764
5,84,22.711581990982882
5,82,241.8463709163584
5,64,200.8534186870316
5,14,123.69762636858422
5,27,176.49399255789845
5,48,198.08379644425298
5,38,68.08883991151826
5,15,246.72014634428848
